what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1359674555239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1359674560936
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1359674578406
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1359674578758
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1359674579101
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1359674579285
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1359674580852
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1359674581493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359674584366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674588134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674589342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674589598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674714298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674715514
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1359674752186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674752253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674770783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674771498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674773657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674774947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674776961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1359674796372
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359674811539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1359674815276
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1359674833932
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1359674838719
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1359674838888
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1359674839061
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1359674839201
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1359674852121
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1359674852768
